timestamp,util_pct,mem_used_mib,power_w,temp_c
1784865634,4,433,155.40,38
1784865635,0,450,115.60,37
1784865636,14,1040,115.51,37
1784865637,18,1040,115.84,37
1784865638,19,1040,115.81,37
1784865639,18,1040,115.60,37
1784865640,18,1040,115.64,36
1784865641,18,1040,115.74,36
1784865642,18,1040,115.66,36
1784865643,18,1040,115.69,36
1784865644,18,1040,115.54,36
1784865646,18,1040,115.71,36
1784865647,18,1040,115.73,36
1784865648,18,1040,115.51,36
1784865649,18,1040,115.52,36
1784865650,18,1040,115.44,36
1784865651,18,1040,115.40,36
1784865652,18,1040,115.33,36
1784865653,18,1040,115.31,36
1784865654,18,1040,115.48,36
1784865655,18,1040,115.58,36
1784865656,18,1040,115.37,36
1784865657,18,1040,115.30,36
1784865658,17,1040,115.30,36
1784865659,17,1040,115.24,36
1784865660,17,1040,115.17,36
1784865661,17,1040,115.32,36
1784865662,17,1040,115.34,36
1784865663,17,1040,115.26,36
1784865664,17,1040,115.31,36
1784865665,17,1040,115.17,36
1784865666,17,1040,115.31,35
1784865667,17,1040,115.09,35
1784865668,17,1040,115.16,35
1784865669,17,1040,114.98,35
1784865670,17,1040,115.37,35
1784865671,17,1040,115.46,35
1784865672,17,1040,115.54,35
1784865673,16,1040,115.53,35
1784865674,17,1040,115.65,35
1784865676,17,1040,115.54,35
1784865677,17,1040,115.54,35
1784865678,17,1040,115.37,35
1784865679,17,1040,115.49,35
1784865680,17,1040,115.45,35
1784865681,17,1040,115.50,35
1784865682,16,1040,115.51,35
